fkprocessnode	paramname	paramvalue	pkid	primarydata	resettoggle	tkparam	tkreset	tkservice	versionstamp
00000000-1111-0000-0000-000000000000	EnableDigitResetDuringHookFlash	T	f07e9c9c-42ae-4b5f-9b0e-3345e1fd64f1	t	f	0	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	IncomingCallingPartyNationalNumberPrefixMGCP		8228eaee-5550-4720-b9b2-c1b62cc17788	t	f	3	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	IncomingCallingPartyInternationalNumberPrefixMGCP		a6e640c3-1a9a-4e61-b374-fd592f6b02ea	t	f	3	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	IncomingCallingPartySubscriberNumberPrefixMGCP		1af4cd7e-8d8f-4431-a651-2b3058a41754	t	f	3	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	IncomingCallingPartyUnknownNumberPrefixMGCP		43d7e005-af90-43eb-8a5b-7fdde591f01d	t	f	3	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	DigitalAndAnalogPortsEnabled	T	09ed9304-fcbd-4f62-b43e-c64c25c43650	t	f	0	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	AllowLayer1InfoForPriBearerCapability	F	c069f743-1be1-4f39-a989-956ddb15d147	t	f	0	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	AcceptBlindTCPConnection	F	c89ef224-6b83-433e-9ccc-3f82f39234a5	t	f	0	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	AllowTCPKeepAlivesForH323	T	5807ec7c-03d4-43fd-9c97-ab1d1683fac1	t	f	0	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	BRQEnabled	F	7dbf0b46-08e4-4795-a09e-52a2a22320d0	t	f	0	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	CallPresent6DisconnFlag	F	4087800f-fc71-4a0c-aef4-cb70d3f4eb39	t	f	0	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	EnableH323QuietClear	T	4525cab0-ad2b-4735-a1ac-b907c1e50ea8	t	f	0	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	BlockConnectedNumberIE	F	02b6c10f-1341-4bc1-b28e-8085ec83780f	t	f	0	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	ProcessInboundH245AddressInH225Setup	F	b47af7e4-e59d-4c7d-8a0f-475589c7af4f	t	f	0	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	CheckProgressIndicatorBeforeEstablishingMedia	F	18ed394b-5205-4fe3-9de1-34bb22574a71	t	f	0	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	ConvertProgressToReleaseComplete	F	7984c3c8-2314-4ddb-8dfb-e902fd391016	t	f	0	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	H225BlockSetupDestination	F	f77d23a4-7904-4ef7-aabb-6a83ff2a3dd1	t	f	0	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	H225DBRetryTimeout	0	8199ff20-84ef-4c36-93a2-3241258b6412	t	f	2	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	H225DeviceConnectAtConnectTime	0	f31d3ba3-83a2-4de6-8716-bfd0587de186	t	f	2	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	H225DTMFDuration	100	8922cab0-c2c7-438b-8d70-c42449771868	t	f	2	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	H225TspReqRetry	2	9dbee455-26e2-4554-a408-0f3abc179335	t	f	2	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	TimerH225ICTCallThrottle	30	8482feca-348c-4d66-bfd1-26b4865844a2	t	f	3	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	TimerH225T301_msec	180000	5d8d385f-675c-4216-882e-8422c3db59f2	t	f	2	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	TimerH225T302_msec	6000	80b2be30-79de-42df-848d-7a25bd7352d2	t	f	2	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	TimerH225T303_msec	4000	a38f3345-d87f-42df-b40d-2bd8c9f078d4	t	f	2	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	TimerH225T304_msec	30000	caafa5f7-dd82-4ffd-8635-87809c728ff9	t	f	2	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	TimerH225T305_msec	30000	96dda4a9-fa57-45ad-89ec-fade1fed14ec	t	f	2	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	TimerH225T310_msec	60000	bbbabf65-657c-454e-80a2-0bce52e0de5a	t	f	2	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	TimerH225TCP	5	0e51f2f2-b3cb-4c92-992a-abf8cc319170	t	f	2	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	H245TCSTimeout	10	410d2bf0-88cd-44b6-be36-470a448ed738	t	f	2	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	H323CgpnScreeningIndicator	1	75f1bc77-a8e3-400e-9698-d654cf60e3a7	t	f	3	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	FullyQualifiedDNForH323	F	cc50418a-3765-412b-9dcc-94243f9a84ab	t	f	0	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	ToneOnConnect	F	011e5882-91e1-47d8-8999-752ee8822afc	t	f	0	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	TimeoutWaitingForSDPwithRecvMode_sec	3	3f66a019-0855-4234-899c-4fcdb31e95cb	t	f	2	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	TimerRasARQ	3	cd7e06d8-8520-4186-840d-49a5e7c90f93	t	f	2	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	TimerRasBRQ	3	1948def6-fe94-43ac-9f38-19d024133aca	t	f	2	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	TimerRasDRQ	3	fc0834ba-4f84-49b4-bcff-a5a864c053c4	t	f	2	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	TimerRasRRQ	3	04ecbfe5-856b-4dc3-b4e6-b04f8ff20455	t	f	2	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	TimerRasURQ	3	2b463812-8c41-4790-849b-4b566dc04b0f	t	f	2	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	RetryCountARQ	2	abfb775d-969c-4009-abd8-55e0767e37ac	t	f	2	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	RetryCountBRQ	2	7f2efbab-495a-4e95-8a9f-aa68ccabd074	t	f	2	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	RetryCountDRQ	2	585573b0-fcec-46dc-913f-c9727f229db9	t	f	2	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	RetryCountRRQ	2	9b497b84-dd40-422d-9344-bb285b06652f	t	f	2	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	RetryCountURQ	1	edb543c9-9130-481d-816d-39a7dc614f92	t	f	2	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	SendProductAndVersionId	F	9a2c1a28-c17c-4f15-bfe6-a98ef8e72b98	t	f	0	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	SendCUCMVersionasVersionIdinH225Setup	F	28e4dfb0-56a1-4a64-8453-0ac2093034dd	t	f	0	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	TimerSendProgress_msec	3000	c594e700-0c37-414b-beae-d4481fe06329	t	f	2	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	ToSendH225UserInfoMsg	1	fc1e293d-91b1-41d9-9d54-0c30712ebdbe	t	f	3	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	TimerTStatusEnqPoll_msec	10000	1d4af1b8-4358-42dc-8994-421fec435776	t	f	2	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	DeviceNameOfGKControlledTrunkWithPort1720	None	61ce7a89-ed5c-43b0-9a0c-688454ea479e	t	f	3	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	HostNameIPAddressOfGKWithRASUdpPort1719	None	753a6732-4317-4212-a51b-f259609b2f9b	t	f	3	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	FailCallIfMTPAllocationFails	F	d6d36d54-f536-4a3d-b586-940d63ac23ac	t	f	0	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	OverlapReceivingForH323Flag	F	3a743852-bc15-4e45-92b9-da3a7a023ec7	t	f	0	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	IncomingCallingPartyNationalNumberPrefixH323		94fea221-5120-422c-8a52-bc275ff75ef6	t	f	3	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	IncomingCallingPartyInternationalNumberPrefixH323		2a00251b-d657-409a-9ec5-d4b1d587a4ae	t	f	3	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	IncomingCallingPartySubscriberNumberPrefixH323		93d8690f-6b9b-465c-82dc-3357d26f9732	t	f	3	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	IncomingCallingPartyUnknownNumberPrefixH323		9ab05420-a837-4939-865e-b9099e6deb20	t	f	3	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	IncomingCalledPartyNationalNumPrefixH323		9f329acc-8d55-457b-a409-8640001f8715	t	f	3	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	IncomingCalledPartyInternationalNumPrefixH323		fa6baa56-baa1-4a1d-8e76-2fb8df4854f7	t	f	3	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	IncomingCalledPartySubscriberNumPrefixH323		ce602420-7128-4067-a013-07b68e261c62	t	f	3	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	IncomingCalledPartyUnknownNumPrefixH323		4f30e9ff-4733-4ff2-89ed-29d6a7102ad0	t	f	3	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	AllocateTranscoderForH323ToEOCall	F	0e90430f-ad24-4dca-b439-ded631efd6d6	t	f	0	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	SIPInteroperabilityEnabled	T	aab1a426-aa5e-4224-a768-0dcede909141	t	f	0	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	RetryCountSIPBye	10	bdc52711-36e5-4092-aca1-1f0fc476dc1a	t	f	2	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	RetryCountSIPCancel	10	d3935e7a-c22a-4e51-94d4-7e72f14f8606	t	f	2	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	RetryCountSIPInvite	6	71f16353-6164-42bb-83b2-e43c2d1930c9	t	f	2	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	RetryCountSIPPRACK	6	39ef2137-eab2-4cb6-8302-22b705e54120	t	f	2	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	RetryCountSIPRel1XX	10	953420d8-7c39-4f47-9c3d-2134e6bf8320	t	f	2	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	RetryCountSIPPublish	6	58a9932b-ef16-4222-9568-4b67a4cff106	t	f	2	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	RetryCountSIPResponse	6	3fc2ce8f-0236-4496-9929-dacfcb48105c	t	f	2	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	TimerSIPConnect_msec	500	8901992e-d38a-4a24-9f4e-4f7c99d596e8	t	f	2	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	TimerSIPDisconnect_msec	500	ae123778-6186-45d2-8e07-5f5ed5333ef6	t	f	2	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	TimerSIPExpires	180000	6f44d0e9-66aa-4a53-827f-1764401fe189	t	f	2	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	TimerSIPPRACK_msec	500	f23abab3-d43e-48b8-a9d6-e854f0fa44dd	t	f	2	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	TimerSIPRel1XX_msec	500	d7d12ca7-c182-4e00-b24d-f9699977c8a0	t	f	2	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	TimerSIPTrying_msec	500	1789c566-5e64-4b30-b6ec-cefae77630e0	t	f	2	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	TimerSIPPublish_msec	500	2b0063a3-e2ec-4592-98fb-296bf00fd401	t	f	2	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	SIPMinimumSessionExpiresValue	1800	5bb86ef3-4243-4139-a7bc-8544e9b3e90a	t	f	2	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	SIPSURIHandling	0	67ea8b51-659b-436f-843e-353fbf305edf	t	f	3	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	TimerSIPStatisticsPeriodicUpdate	2	345d36e8-9f15-42e4-a730-29597f18d428	t	f	2	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	SIPSessionExpiresValue	1800	af80fac8-e901-401b-958e-3341062563c1	t	f	2	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	SIPTrunkTspReqRetry	2	92634fb5-a59f-40d8-9cd8-1708ae47389a	t	f	2	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	SIPTcpConnectionAgingTimer	14	0da01235-6e93-4823-a7b8-0d3a5d799070	t	f	2	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	SIPTcpTimer	5	efb52bf6-6c6d-4b72-9b32-95d68b671131	t	f	2	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	SIPStationTCPPortThrottleRateThreshold	100	b6206900-84e6-4161-a14d-61981a0272f0	t	f	2	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	SIPTrunkTCPPortThrottleRateThreshold	500	8a89e980-736c-4514-bdf0-4f680d41c597	t	f	2	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	SIPV150OutboundSDPOfferFiltering	0	2473950d-1e1d-450f-81ce-7144c9b99c44	t	f	3	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	SIPMaxIncomingMessageSize	11000	8ba5abd1-2bb0-460a-871d-4b578ba0f5f3	t	f	2	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	SIPMaxIncomingMessageHeaders	100	c11c16de-b009-4fa1-a87f-a5954e449890	t	f	2	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	SendSIPMulticastTTLinSDP	F	4af92786-23b4-4b8a-bfcf-cb01b2e520dd	t	f	0	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	SIPPublishTimer	3600	f59cada4-8d06-4849-9b99-7b0144295a4c	t	f	2	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	SIPPublishMinTimer	60	d44f09b1-3d70-4bf4-b4df-d8c7e9fd9f77	t	f	2	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	SIPPublishTrunk	2bf73456-3296-3e03-67d2-42f0415f3174	f801769e-cfc1-4640-90d2-8d5268a9acae	t	f	3	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	IncomingCallingPartyUnknownNumberPrefixSIP		20cd13f3-9b39-4de6-816d-70776955d3f8	t	f	3	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	Send181ResponseForCallForward	F	2c3e82d3-0a27-49e4-8bfc-5ffee640f189	t	f	0	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	DelaySending181MessageUntil18X	T	b838f2b5-630a-45c6-8e4c-beb818c8b755	t	f	0	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	FailSIPTrunkCallIfMTPAllocationFails	F	2a3ad329-a795-4f2f-8fb1-289b89ee68ca	t	f	0	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	EnableCallRelatedReferNotifySubscribeLogging	T	9268462a-aad9-4905-90c0-3d2e9009aa26	t	f	0	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	GetPortResponseTimer	2	e2afe846-5744-46a2-b88e-994b49ac9cbc	t	f	2	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	CallParkDisplayTime	20	19b2c88c-1769-46ae-9a71-c9cac08de543	t	f	2	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	CallerIDDisplayPriorityEnabled	T	f9c3f805-66c9-4c65-b5bd-f1ad51f8a4e1	t	f	0	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	UseAllCallParkNumbersOnceBeforeReusing	F	2187e62c-14a9-4a7b-90f5-3f760a2b90a5	t	f	0	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	EnableClusterwideCallPark	F	595d8c5f-1d8d-4dff-b45d-ae48863b41cb	t	f	0	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	CallParkReversionTimeout	120	2ce081a7-3475-47ef-9aa5-90c7f991b5a1	t	f	2	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	ParkMonitoringReversionTimeout	60	dbb6fc3a-52ff-4502-926f-fe06a46d123f	t	f	2	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	ParkMonitoringPeriodicReversionTimeout	30	9cc32a71-ffa1-462b-8330-ff8389f7cadd	t	f	2	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	ParkMonitoringForwardNoRetrieveTimeout	300	fb7064a9-d2d0-4872-ba9c-f15e114f7876	t	f	2	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	UseGcidOfParkedCallEnabled	T	f82dc666-e7e3-4492-9592-5a200e88d8d2	t	f	0	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	MaxCallDurationTimeout	720	202b94a2-ac00-4d4e-99ae-ac0ca9375989	t	f	2	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	MaxHoldDurationTimeout	360	30f59856-25b3-4bf5-8682-2684aeeb6ccf	t	f	2	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	BargeToneEnable	T	51846743-5b3d-48e2-b143-7b621e233804	t	f	0	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	MWLPolicy	0	97002d79-03d1-44c0-b530-8042fd209848	t	f	3	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	AudibleMWIPolicy	0	70dd9797-331a-47d6-ba5f-8ae0c0dc9d85	t	f	3	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	MWIInBoundCallingSearchSpace		3be5a1f7-5d33-4809-9735-fb69a6319621	t	f	3	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	MultiTenantMWIMode	F	6836abe7-91fd-465e-908a-ec8e918c9233	t	f	0	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	NonMsgCenterTimerValue	0	34b67813-e877-4ffd-88e4-6b60a6232578	t	f	2	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	MWIApduXlationCallingSearchSpace		235cb1f0-40db-4f74-ac93-e3706ccedf37	t	f	3	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	BlockOffNetToOffNetTransfer	F	1f662771-4fe3-4325-8e86-b1d48b865d2d	t	f	0	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	FwdOffNetTransfersToExternalDest	F	36790612-08ec-4217-9dd1-ac710a7431da	t	f	0	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	UseRestrictionOfPresentationOfTransferringParty	T	8056c55e-a514-4959-832f-54ada2f09d45	t	f	0	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	LocalRouteGroupForRedirectedCalls	0	dc7e70b5-edb2-4017-9f06-1f43eb3a6b64	t	f	3	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	BlockUnencryptedCalls	F	16c9c79a-5a56-4240-bdae-fd4e8b2f0cdc	t	f	0	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	SuppressMohToCB	T	e5b9c13c-4bdf-4ccf-9168-be6aa0ddb0ca	t	f	0	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	DropAdhocConference	2	792ff93f-0890-4a09-b4a8-1fa9a9fbdb54	t	f	3	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	MaxAdHocConference	16	aa21a9d7-2295-42b1-9d0c-97df70eb4412	t	f	2	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	MaxMeetMeConferenceUnicast	16	b9d8e684-f178-4390-9269-a74e68c62990	t	f	2	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	AdvanceAdhocConference	F	0d10c8e6-7181-4a66-99ff-4fe778c9bef3	t	f	0	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	NonLinearAdhocConferenceLinkingEnabled	F	8b73853c-1afe-42bb-aff6-4dd0f495eb70	t	f	0	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	ChooseEncryptedInsteadOfVideo	T	7c99c499-adc4-47ad-b029-aa9bf1b7d182	t	f	0	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	MinimumVideoCapableParticipants	2	6e0f3589-b478-4478-88c1-3fc5300fda83	t	f	2	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	AllocateVideoWhenVideoBridgeHasHigherPriority	F	3910107f-5325-45ca-92ed-087626404c82	t	f	0	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	EnableClickToConferenceForThirdPartyApps	F	cf356b33-2862-4355-ac2c-fc1c346e8ecb	t	f	0	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	IMSConferenceFactoryURI	cucm-conference-factory@cucm1.company.com	8aaf872d-812c-4f95-82e7-dc08c9b0ad35	t	f	3	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	MCUConferenceBridgeCustomLayoutIndex	0	217a66e6-db53-4853-903e-1c7ad1841ff4	t	f	2	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	ClusterConferencingPrefixId		d0f21c2e-75d9-4894-b1f7-19361dfb1a24	t	f	3	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	SecureCallIconDisplayPolicy	0	1ce9003e-5097-444c-a192-bccd835c813a	t	f	3	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
00000000-1111-0000-0000-000000000000	ForwardMaximumHopCount	12	e806810c-1e13-47d3-8616-af750c735ad4	t	f	2	2	0	0000000000-c7a6c673-7479-46b0-839e-014d3d093963
